,SIC,state_of_INC
1665,1311,DE
1666,3663,DE
1667,7370,0
1668,3330,NV
1669,7363,DE
1670,4813,DE
1671,3533,0
1672,2834,DE
1673,3241,DE
1674,6792,0
1675,3541,DE
1676,4955,DE
1677,8742,DE
1678,7330,DE
1679,4813,0
1680,6794,WA
1681,3571,DE
1682,3312,DE
1683,8093,A6
1684,8093,A6
1685,7389,0
1686,2082,DE
1687,2834,E9
1688,4412,0
1689,1311,DE
1690,1311,DE
1691,5812,DE
1692,4813,NJ
1693,3714,DE
1694,7389,DE
1695,4400,0
1696,7900,NV
1697,5735,NY
1698,3577,DE
1699,6331,DE
1700,6331,DE
1701,6021,VA
1702,4213,FL
1703,2836,DE
1704,3674,DE
1705,3674,DE
1706,3674,DE
1707,8711,DE
1708,7900,DE
1709,8742,DE
1710,1000,DE
1711,7374,DE
1712,6022,WI
1713,8062,DE
1714,1311,DE
1715,7373,DE
1716,3845,NV
1717,7372,0
1718,3826,DE
1719,7372,DE
1720,3089,MI
1721,7372,UT
1722,4812,DE
1723,4812,DE
1724,7200,OR
1725,2810,DE
1726,2810,DE
1727,7011,DE
1728,7011,DE
1729,7371,DE
1730,4813,DE
1731,7372,DE
1732,5047,FL
1733,4911,0
1734,4512,DE
1735,4900,DE
1736,4900,DE
1737,8093,DE
1738,3086,DE
1739,4932,PA
1740,5500,DE
1741,7370,NV
1742,7370,NV
1743,3690,DE
1744,4412,0
1745,3559,DE
1746,2834,NV
1747,5412,DE
1748,7372,DE
1749,2833,DE
1750,2833,DE
1751,7372,DE
1752,8071,DE
1753,8071,DE
1754,3841,NV
1755,6022,DE(Assistant
1756,6331,0
1757,5960,NV
1758,6021,NJ
1759,7359,DE
1760,4833,MN
1761,5110,DE
1762,6324,WI
1763,3585,NV
1764,5065,MD
1765,8900,DE
1766,1000,NV
1767,4512,DE
1768,3272,DE
1769,3670,CA
1770,7011,DE
1771,7011,DE
1772,7372,DE
1773,3270,DE
1774,6411,DE
1775,4731,D8
1776,7819,DE
1777,7819,DE
1778,3690,DE
1779,2834,DE
1780,7371,DE
1781,5047,TX
1782,5961,MN
1783,2834,DE
1784,2834,DE
1785,7900,CO
1786,2834,DE
1787,7373,DE
1788,3640,DE
1789,7373,DE
1790,3559,MI
1791,2835,DE
1792,7372,CA
1793,2834,DE
1794,3669,DE
1795,2834,MA
1796,5047,FL
1797,6331,DE
1798,7371,DE
1799,7371,DE
1800,3843,DE
1801,5812,CO
1802,5812,CO
1803,5812,CO
1804,7373,DE
1805,7389,CA
1806,2834,DE
1807,7371,DE
1808,7371,DE
1809,4813,DE
1810,4923,DE
1811,3089,DE
1812,7389,DE
1813,8090,DE
1814,8082,DE
1815,8082,DE
1816,7372,DE
1817,7372,DE
1818,7372,DE
1819,2090,NV
1820,3674,DE
1821,2834,CA
1822,7372,DE
1823,3661,DE
1824,4812,DE
1825,7373,DE
1826,7373,DE
1827,1400,NJ
1828,2800,DE
1829,2340,DE
1830,6036,DE
1831,4953,DE
1832,4953,DE
1833,3634,DE
1834,4813,NV
1835,1531,0
1836,7389,DE
1837,3663,DE
1838,3663,DE
1839,5411,PA
1840,7389,MD
1841,7389,MD
1842,5812,OH
1843,1389,DE
1844,6022,OR
1845,5500,DE
1846,6321,DE
1847,4931,KS
1848,5812,DE
1849,6795,DE
1850,7011,DE
1851,2040,DE
1852,5621,DE
1853,3312,DE
1854,3674,ID
1855,5944,DE
1856,5944,DE
1857,3440,VA
1858,6513,NJ
1859,5812,MD
1860,5651,MN
1861,5651,MN
1862,3823,MN
1863,4011,DE
1864,4011,DE
1865,1311,DE
1866,2750,DE
1867,7389,A6
1868,6141,SC
1869,7363,FL
1870,3845,DE
1871,7948,DE
1872,3669,DE
1873,4813,DE
1874,2200,DE
1875,3990,CO
1876,7389,DE
1877,6021,DE
1878,3661,OK
1879,3670,DE
1880,4899,E9
1881,7372,DE
1882,4813,DE
1883,7359,DE
1884,3661,CA
1885,2024,OR
1886,2870,NV
1887,7990,DE
1888,6799,NV
1889,4213,DE
1890,5010,NV
1891,3674,CA
1892,7374,TX
1893,7374,TX
1894,3652,MN
1895,7389,DE
1896,7389,DE
1897,3827,DE
